summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220967640,5/22/2017,"At 11:00 a.m. on May 22, 2017, an employee was removing a round metal sign from the outside of  a twostory building.  Other employees were painting curbs on the other side of the parking lot.  The employee accessed the metal sign by erecting a 24 foot aluminum extension ladder, and leaned it against the side of the building just to the east of the building's double glass doors. He used a Milwaukee Sawzall reciprocating power saw to cut the bolts or rivets holding the sign onto the side of the building. During the cutting, the employee fell 16 feet to the concrete sidewalk where he'd spread a drop cloth. A witness sitting in his car waiting to pick up his wife noticed the employee was struggling on the ladder with the saw and the sign. As the sign broke free from the wall, the employee fell about 16 feet. He suffered multiple fractures and dislocations to both arms, fractured ribs, facial and cranial fractures, fractured vertebrae in his neck, and hematoma.  The employee was hospitalized and underwent surgery; however, he died on July 1, 2017 from a pulmonary embolism received due his injuries and lack of mobility following release from the hospital. ",EMPLOYEE FALLS FROM LADDER AND LATER DIES,"SAW,LADDER,FALL PROTECTION,FALLING OBJECT,FALL",C,Commercial building,0, ,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,7,Laceration,13,Head,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,11,Mater-Handling Procedure Inappropriate,1,Regularly Assigned,0,14,0
220959175,5/22/2017,"At 10:50 a.m. on May 22, 2017, an employee was assisting a coworker to hand carry a metal panel, measuring 3 feet by 10 feet, to affix to a roof. As the employee held the panel and was walking backwards, he stepped on top of weak roof area used as skylight with fiberglass panel versus steel panel. As a result, the employee fell approximately 15 to 20 feet to a concrete floor below. The employee sustained head and neck trauma , lacerations, and was killed. The incident investigation revealed that the coworker was leading the employee who could not see where he was walking. ",EMPLOYEE FALLS THROUGH SKYLIGHT AND IS KILLED,"SKYLIGHT,MATERIAL HANDLING,ROOF,FLOOR OPENING,FALL",C,Commercial building,1,1,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,7,Laceration,20,Neck,5,Fall (from elevation),8,Materials Handling Equip./Method,14,Other,2,Not Regularly Assigned,0,15,0
220957880,5/22/2017,"At 9:15 a.m. on May 22, 2017, two employees were setting up a 40 foot extension aluminum ladder. As the employees leaned the ladder onto a 13,800 volt power line, one employee was electrocuted, while the other sustained an electric shock, which he was hospitalized and received treatment for burns to his feet and legs. ",ONE EMPLOYEE IS KILLED AND ANOTHER SHOCKED WHEN LADDER CONTA,"BURN,ELECTRICAL,RESIDENTIAL CONSTRUCTION,POWER LINES,LADDER,ELECTRIC SHOCK",A,Single family or duplex dwelling,2,2,B,"$50,000 to $250,000",A,New project or new addition,Fatal,10,Electrocution,4,Whole Body,13,Shock,13,Work-Surface/Facility-Layout Condition,10,Position Inappropriate For Task,1,Regularly Assigned,0,10,0
220957963,5/22/2017,"At 5:00 p.m. on May 22, 2017, an employee was operating a rideon zeroturn lawnmower (model number: 992278; serial number: 051129) along the side of a ditch. During operation, the mower rolled rolled over into the ditch and pinned the employee underneath. The employee was found dead 4.5 hours later. After further evaluation by the medical personnel, his death was attributed to asphyxiation and/or drowning. ",EMPLOYEE BECOMES AUGHT UNDER OVERTURNED LAWN MOWER AND IS KI,"ASPHYXIATED,DROWNING,ROLL-OVER,LAWN MOWER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,6,Struck against,13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220959670,5/22/2017,"At 3:00 p.m. on May 22, 2017, an employee hit his right elbow as he slipped on the second step of a stairwell. The employee had mud on bottom of boots due to wet conditions from the previous day  and was swatting at bugs. The employee did not want go to the hospital,  but his coworkers took him anyway. After being admitted to the hospital and treated for his elbow, the employee was released. However, while getting ready to leave, he started feeling dizzy and had trouble catching his breath. The employee gasped for air and then suffered a seizure/heart attack and later died. ","EMPLOYEE SLIPS ON STEP, SUFFERS HEAT ATTACK AND LATER DIES","SLIP,BLOOD CLOT,HEART ATTACK,ELBOW,SLIPPERY SURFACE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,14,Other,18,Other,14,Other,1,Regularly Assigned,0,0,0
220958433,5/21/2017,"At 2:30 p.m. on May 21, 2017, an employee and a coworker were transporting two trash containers using a manually-powered carriage. While at the dumpster area, the employee stepped on a 1 inch roofing nail, puncturing his left foot. The employee was hospitalized and received treatment for his injury. ",EMPLOYEE STEPPED ON A ROOFER NAIL AND IS HOSPITALIZED,"STRUCK BY,NAIL",0, ,0, ,0, ,0, ,Fatal,7,Laceration,11,Feet,14,Other,1,Pinch Point Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,2,Not Regularly Assigned,0,0,0
220957534,5/19/2017,"On May 19, 2017, an employee was operating a logging skidder on a temporary bridge made from logs when the skidder slid off into a pond.  The employee was trapped in the cab of the skidder and was under water for 15 to 20 minutes. While in the cab, the employee went into cardiac arrest. Upon rescue by emergency service personnel, the employee was unresponsive; however, was revived and transported to a nearby hospital, where he later died. ",EMPLOYEE SUSTAINS CARDIAC ARREST AND DIES LATER,"SKIDDER,WATER,LOG,CARDIAC ARREST",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,14,Other,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220957096,5/19/2017,"At 10:08 on May 19, 2017, an employee was training vines on blackberry plants. Shortly after first break, the employee was observed bending over and holding his chest. He then collapsed and was unresponsive. Emergency services were called and, upon arrival, CPR was administered. However, the employee died as the result of suffering a heart attack. ",EMPLOYEE SUSTAINS A HEART ATTACK AND LATER DIES,"AGRICULTURE,AGRICULTURE MACHINERY/VEHICLE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,14,Other,18,Other,14,Other,1,Regularly Assigned,0,0,0
220957492,5/19/2017,"At 7:00 p.m. on May 19, 2017, an employee was driving a tractor with a trailer bed carrying aluminum irrigation pipes. The employee along with a coworker were tasked with picking up the irrigation pipes from the rows and put them onto the trailer, and then transporting the pipes to another location. During work, the employee was run over by the left wheel of the trailer. He sustained crushing injuries to his head, back, and ribs, resulting in his death. ",EMPLOYEE IS CRUSHED BY TRACTOR TRAILER AND IS KILLED,"CRUSHING,RUN OVER,MOTOR VEHICLE,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,8,Materials Handling Equip./Method,10,Position Inappropriate For Task,1,Regularly Assigned,0,0,0
220959266,5/19/2017,"At 5:15 p.m. on May 19, 2017, an employee was on his own personal time, working on a drum that previously contained an unknown chemical. With the drum sealed, the employee initiated welding, which caused its lid to blow off. The employee was struck in the head, resulting in his death. ",EMPLOYEE IS STRUCK BY LID DURING WELDING AND IS KILLED,"PRESSURE RELEASE,CHEMICAL,DRUM,HEAD,CHEMICAL REACTION,WELDING",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,9,Face,6,Struck against,9,Chemical Action/Reaction Expos,14,Other,2,Not Regularly Assigned,0,0,0
220958144,5/19/2017,"At 2:15 p.m. on May 19, 2017, an employee was removing roofing material during a building demolition, when he stepped through insulating material and fell to a concrete slab. The employee was killed as a result of suffering multiplebone fractures and a head injury. The incident investigation reported that the employee was wearing a full-body harness, but was not tied off. ",EMPLOYEE FALLS FROM ROOF AND IS KILLED,"DEMOLITION,ROOF,FALL PROTECTION,FALL",D,Manufacturing plant,1,1,0, ,B,Alteration or rehabilitation,Fatal,6,Head Trauma,4,Whole Body,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,9,Safety Devices Removed/Inoperable,1,Regularly Assigned,0,15,0
220956593,5/18/2017,"At 9:00 a.m. on May 18, 2017, an employee was bending over to pick something up, when he was  struck by a skid steer loader. The employee was killed from crushing injuries. ",EMPLOYEE IS STRUCK BY A SKID STEER LOADER AND IS KILLED,"SKIDDER,STRUCK BY,LOADER",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",4,Whole Body,1,Struck-by,8,Materials Handling Equip./Method,14,Other,1,Regularly Assigned,0,0,0
220957757,5/18/2017,"At 8:00 a.m. on May 18, 2017, an employee was working to level the exterior wall panels of a structure. During work, the employee determined that bracing positioned on the interior of the structure needed to be adjusted. As the employee was positioned on the first floor, 11.5 feet above the concrete basement, to make the necessary adjustments, he stepped backwards into an uncovered opening. The opening was intended to be a stairwell and measured 11.9 feet by 3.6 feet. The employee fell 11.5 feet to the ground and was killed. ",EMPLOYEE FALLS THROUGH FLOOR OPENING AND IS KILLED,"UNGUARDED,FALL PROTECTION,FLOOR OPENING,FALL,UNGUARDED FL OPENING",A,Single family or duplex dwelling,1,1,C,"$250,000 to $500,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,20,0
220960074,5/18/2017,"At 8:00 a.m. on May 18, 2017, an employee was on a sidewalk shed cleaning windows using a squeegee. During work, a piece of plank, measuring 4 feet long, that the employee was kneeling on became dislodged from its support. The employee fell, along with the plank, approximately 15 feet to the level below and was killed from a fatal head injury. ",EMPLOYEE FALLS FROM SIDEWALK SHED AND IS KILLED,"WINDOW WASHER,FALL,FALL PROTECTION,ELEVATED WORK PLATFORM",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,14,Other,1,Regularly Assigned,0,0,0
220964399,5/18/2017,"At 8:45 a.m. on May 18, 2017, an employee was changing a  cooling fan belt of a Toyota forklift (model number: 02-5PO35). During work, the vehicle fell off the lift it was elevated on and crushed the employee's upper torso. The employee was killed as a result of his injuries. ",EMPLOYEE IS CRUSHED AND KILLED BY FALLING FORKLIFT,"FALL,MAINTENANCE,FALLING OBJECT,POWERED INDUSTRIAL VEHICLE",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,6,Equipment Inappropriate For Operation,1,Regularly Assigned,0,0,0
220957047,5/18/2017,"At 5:50 p.m. on May 18, 2017, an employee was removing screws from a billboard sign light cover when he fell 65 feet to ground. The employee suffered blunt trauma to his body, resulting in his death. ",EMPLOYEE FALLS FROM BILL BOARD AND IS KILLED,FALL,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220958326,5/18/2017,"At 5:30 p.m. on May 18, 2017, an employee placed 15 pieces of lumber on a sorter machine using a forklift. During operation of the sorting machine, several pieces of lumber flew from the machine and struck the employee. The employee suffered a head injury and fractured right leg, resulting in his death. ",EMPLOYEE IS STRUCK BY LUMBER AND IS KILLED,"STRUCK BY,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",16,Left Leg,1,Struck-by,8,Materials Handling Equip./Method,14,Other,2,Not Regularly Assigned,0,0,0
220962351,5/18/2017,"At 4:30 p.m. on May 18, 2017, an employee was preparing to close out for the end of the day, when he collapsed and died. ",EMPLOYEE COLLAPSES AND DIES FROM NATURAL CAUSES,COLLAPSE,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,14,Other,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220956320,5/17/2017,"At 11:00 a.m. on May 17, 2017, an employee was opening a ground mounted 7.2 kv electrical transformer box.The employee slipped and contacted live parts with his hand. The employee was shocked and killed by the live electrical parts. ",EMPLOYEE CONTACTS LIVE ELECTRICAL PARTS AND IS KILLED,"SHOCK,TRANSFORMER,SLIP,ELECTRICAL",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,12,Hand,13,Shock,13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,8870,0,0
220957740,5/17/2017,"At 10:25 a.m. on May 17, 2017, an employee was driving a scissor lift through a 8 foot tall door opening and had to cross over a plywood board that covered a 20 inch wide by 6 inch deep drainage ditch. As the employee was crossing the plywood, it snapped and the scissor lift got stuck a ditch that the board was covering. A coworker used another scissor lift to pull the employee and his scissor lift  from the ditch. The stuck scissor lift was freed unexpectedly, ",EMPLOYEE IS KILLED WHEN HIS HEAD IS CAUGHT BETWEEN CONCRETE ,"CAUGHT IN,STUCK,DITCH,EQUIPMENT OPERATOR",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220957740,5/17/2017,resulting in the employee's head being crushed between a 6 inch thick concrete wall and the rail of the scissor lift. The employee was killed. ,EMPLOYEE IS KILLED WHEN HIS HEAD IS CAUGHT BETWEEN CONCRETE ,"CAUGHT IN,STUCK,DITCH,EQUIPMENT OPERATOR",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220956551,5/17/2017,"At 9:00 a.m. on May 17, 2017, an employee was cutting down a large tree. The tree came off the block, striking the employee in the face. The employee was killed. ",EMPLOYEE IS STRUCK BY A TREE AND IS KILLED,"TREE TRIMMING,STRUCK BY,TREE,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,9,Face,1,Struck-by,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220957666,5/17/2017,"At 4:00 p.m. on May 17, 2017, an employee was standing on a scaffold system while signaling a crane to place pre-fab roof panels into place. The scaffold was unguarded and the employee fell to the ground, suffering internal injuries and a lacerated heart, resulting in his death. ",EMPLOYEE FALLS FROM SCAFFOLD AND IS KILLED,"UNGUARDED,CRANE,HEART,FALL,ROOF,SCAFFOLD",A,Single family or duplex dwelling,2,2,0, ,B,Alteration or rehabilitation,Fatal,7,Laceration,31,Heart,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,9,Safety Devices Removed/Inoperable,1,Regularly Assigned,0,16,0
220957500,5/17/2017,"At 2:30 p.m. on May 17, 2017, an employee was monitoring residents finishing their cigarette break, when a gust of wind caused a tree to break and fall. As the employee shielded the residents from danger, he was struck in the head. As a result, the employee was killed. ",EMPLOYEE IS STRUCK BY A TREE AND IS KILLED,"STRUCK BY,TREE,HEAD",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,17,"Weather, Earthquake, Etc.",1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220958250,5/16/2017,"On May 16, 2017, an employee was mowing the median between the east and west bound lanes of a highway. The John Deer tractor he was operating was pulling a 3 blade mowint deck. As the employee was traveling west bound in the median, he ran over a sink hole that measured approximately 5 feet wide by 7 feet long and 4 feet deep. The employee hit his head on the upper canopy (or canopy bars) of the tractor and was knocked unconscious. The tractor traveled approximately 26 feet before the employee fell out of the left side of the vehicle and was run over by the tractor and its mower blades.  The employee was killed as a result of his injuries. ",EMPLOYEE FALLS FROM TRACTOR AND IS KILLED,"TRACTOR,UNCONSCIOUSNESS,LAWN MOWER,FALL,RUN OVER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
